Accession,Submitters,Release_Date,Pangolin,Species,Molecule_type,Length,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT370909.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29729,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370911.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29729,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370912.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370913.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.369,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370914.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370915.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.314,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-13
MT370916.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29717,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370917.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.108,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29706,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370919.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29772,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-14
MT370920.1,"Gonzalez-Reiche,A.S., Hernandez,M.M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370925.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29743,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370927.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.332,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29709,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370930.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29714,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-22
MT370931.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29712,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370932.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.108,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370933.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29715,complete,USA: NJ,NJ,Homo sapiens,oronasopharynx,2020-03-20
MT370934.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370935.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29712,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370937.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29737,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370939.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29715,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370940.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370942.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29706,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370944.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29739,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370946.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29710,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370947.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370948.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29730,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370949.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29717,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370950.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29731,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370952.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29717,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370953.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29723,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370954.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370956.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.507,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29712,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370957.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29714,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370958.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29723,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370960.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29714,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370961.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29706,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370962.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29719,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370964.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370965.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29767,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370966.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29732,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370967.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29714,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370970.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370971.1,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",2020-04-23T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29722,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
